medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,is_brooklyn, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-04 16:16:22,2013-01-04 16:22:30,3.0,367.0,1.1,-73.959946,40.582947,-73.959946,40.582947,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-04 16:25:27,2013-01-04 16:34:36,2.0,549.0,1.3,-73.959946,40.582947,-73.959946,40.582947,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-04 16:03:32,2013-01-04 16:07:46,1.0,253.0,0.5,-73.959946,40.582947,-73.959946,40.582947,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,2.0,N,2013-01-04 15:06:44,2013-01-04 15:42:17,3.0,2132.0,16.6,-73.959946,40.582947,-73.959946,40.582947,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-04 15:50:20,2013-01-04 15:58:48,4.0,507.0,1.5,-73.959946,40.582947,-73.959946,40.582947,True,,,,,,,,,,,,,
34C7D776537776326F73FFC8018308B4,3505ED69F363C091E2BB6B54A8A27D48,CMT,1.0,N,2013-01-03 16:26:07,2013-01-03 16:36:12,1.0,604.0,2.0,-73.959625,40.577946,-73.940102,40.591377,True,,,,,,,,,,,,,
7D8A7EB35B626037FF0178C438FDAF23,E9DBE2F3C1F101E6FD41A3171AFDF7CE,VTS,1.0,,2013-01-17 06:17:00,2013-01-17 06:25:00,1.0,480.0,4.52,-73.959679,40.579727,-73.981056,40.680233,True,,,,,,,,,,,,,
D51AFB8D253BCABBA806C1509BF857ED,FF4FE6321508E5D33BCECD4D39ECC914,VTS,1.0,,2013-01-19 09:50:00,2013-01-19 10:05:00,1.0,900.0,4.69,-73.959862,40.580173,-73.959251,40.713646,True,,,,,,,,,,,,,
FD5E3758B9BA80F962A759ED4B1DE76A,AEE76A18103B6878C044B3FAA6103CC6,VTS,1.0,,2013-01-20 18:20:00,2013-01-20 18:22:00,1.0,120.0,0.0,-73.959518,40.582195,-73.959541,40.582184,True,,,,,,,,,,,,,
6EBCFF3EFD52910E5915923DEED1C861,987DD90998F238066E9A5115FF41390A,CMT,5.0,N,2013-01-21 13:19:52,2013-01-21 13:21:01,1.0,69.0,1.1,-73.962418,40.584427,-73.982567,40.583305,True,,,,,,,,,,,,,
D9B9634B4EB6F365E7EA4B6F6C80FE39,ED5FDDFAE5077BBCF0E24CB2080BF6F0,CMT,5.0,N,2013-01-23 00:51:49,2013-01-23 00:55:49,1.0,240.0,0.0,-73.964935,40.576035,-73.964935,40.576118,True,,,,,,,,,,,,,
99CB5768B86773323E658D7182A56D34,6945CDBFCE6CACC4985D980AD1AE6F7A,CMT,1.0,Y,2013-01-11 08:18:08,2013-01-11 08:28:33,1.0,624.0,2.3,-73.958038,40.578362,-73.998062,40.572433,True,,,,,,,,,,,,,
3E976497A2B2CCF52F65AF4445DC0C06,9B612B8A247946FF6D26FFBBAAF81C17,CMT,1.0,N,2013-01-02 02:23:50,2013-01-02 02:33:31,1.0,580.0,1.1,-73.959656,40.580139,-73.957878,40.582909,True,,,,,,,,,,,,,
A1820C0C2A66AE0404C695FEA70C5969,F0CCC6AF35A22A109ABF34234A166942,CMT,1.0,N,2013-01-03 22:03:13,2013-01-03 22:12:41,2.0,567.0,1.3,-73.958115,40.584915,-73.989098,40.720093,True,,,,,,,,,,,,,
73F27D8C8C3B37D0453DA416BF8DAF44,B0D5FBC13C5AEC99415423B6759AC27F,CMT,4.0,N,2013-01-10 06:42:25,2013-01-10 06:49:02,1.0,396.0,0.0,-73.957527,40.576748,-73.957573,40.576729,True,,,,,,,,,,,,,
2F2F160D8428A7757500371F980468D5,C1BF80C22FDF2F3D71805BEDB96B4800,CMT,1.0,N,2013-01-01 05:03:24,2013-01-01 05:32:28,3.0,1743.0,16.5,-73.95916,40.578167,-73.942909,40.696095,True,,,,,,,,,,,,,
C7BFE19A69EE5CDB26974F50088D8B5C,F9C658BED164571B6F65CCCACFC08FB9,CMT,1.0,N,2013-01-01 04:30:14,2013-01-01 04:50:00,4.0,1186.0,5.4,-73.960464,40.581909,-74.009621,40.601799,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-04 05:37:50,2013-01-04 05:57:19,1.0,1169.0,6.9,-73.961334,40.58149,-73.937492,40.698086,True,,,,,,,,,,,,,
D9D614C6BAF1233FBFD92EECA768CD18,F3866CC52068990BFA8AE940ED4E989D,CMT,1.0,N,2013-01-16 01:01:02,2013-01-16 01:18:01,1.0,1018.0,0.0,-73.961235,40.584923,-73.961601,40.585072,True,,,,,,,,,,,,,
C8FAF99315CF86E148288ACA8FF861B9,55C237DB03D232FF6F1949ACB201D9DA,CMT,1.0,N,2013-01-10 08:00:57,2013-01-10 08:02:53,1.0,116.0,22.6,-73.959747,40.579876,-73.960205,40.586597,True,,,,,,,,,,,,,
D1747389EAD9EB6EB0B30EE42D3B130D,B0031A5DC82CF42C6B9C32241BD305BD,CMT,1.0,N,2013-01-09 22:47:14,2013-01-09 22:53:24,1.0,369.0,1.3,-73.962219,40.583092,-73.962219,40.583092,True,,,,,,,,,,,,,
DDFCB21FBFC7C663855B5460CA828068,14DEF209C280ED865786A8ED87D83A66,CMT,1.0,N,2013-01-17 01:07:16,2013-01-17 01:11:46,1.0,269.0,1.0,-73.959496,40.578178,-73.945168,40.581158,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-17 12:48:34,2013-01-17 13:05:53,4.0,1038.0,1.4,-73.961647,40.580585,-73.961647,40.580585,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-17 08:41:34,2013-01-17 08:43:02,1.0,87.0,0.3,-73.961647,40.580585,-73.961647,40.580585,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-17 13:08:43,2013-01-17 13:14:51,1.0,368.0,1.2,-73.961647,40.580585,-73.961647,40.580585,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-25 23:44:14,2013-01-25 23:48:37,1.0,263.0,1.3,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-25 21:38:27,2013-01-25 21:43:02,2.0,275.0,0.6,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
