medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,is_Bronx, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
78CAD7950B87C9C16DB014D6AE4D7D65,,,,,2013/7/2 23:08,2013/7/2 23:15,,437.0,1.2,-73.878845,40.854603,-73.878845,40.854603,True,6F0C237F479FFEA6DA86ACEC3A91D846,CMT,1.0,N,,,2.0,,,,,,
78CAD7950B87C9C16DB014D6AE4D7D65,,,,,2013/7/2 23:25,2013/7/2 23:33,,460.0,1.7,-73.878845,40.854603,-73.878845,40.854603,True,6F0C237F479FFEA6DA86ACEC3A91D846,CMT,1.0,N,,,1.0,,,,,,
78CAD7950B87C9C16DB014D6AE4D7D65,,,,,2013/7/2 23:50,2013/7/3 00:13,,1383.0,7.5,-73.878845,40.854603,-73.878845,40.854603,True,6F0C237F479FFEA6DA86ACEC3A91D846,CMT,1.0,N,,,1.0,,,,,,
78CAD7950B87C9C16DB014D6AE4D7D65,,,,,2013/7/2 21:50,2013/7/2 21:59,,493.0,2.5,-73.878845,40.854603,-73.878845,40.854603,True,6F0C237F479FFEA6DA86ACEC3A91D846,CMT,1.0,N,,,2.0,,,,,,
78CAD7950B87C9C16DB014D6AE4D7D65,,,,,2013/7/2 23:35,2013/7/2 23:46,,638.0,2.2,-73.878845,40.854603,-73.878845,40.854603,True,6F0C237F479FFEA6DA86ACEC3A91D846,CMT,1.0,N,,,2.0,,,,,,
67BB49360B9CB8EBC2C1F007A6AF85B4,,,,,2013/7/6 04:58,2013/7/6 05:02,,204.0,1.0,-73.884987,40.851593,-73.879555,40.840992,True,2639F0B8BB2405511DE80971FE672C15,CMT,1.0,N,,,1.0,,,,,,
D72C164FE66ADFFFE94472B10DA5F9E3,,,,,2013/7/20 11:15,2013/7/20 11:21,,364.0,0.3,-73.886421,40.860077,-73.886719,40.859249,True,87511560B98F6289718EAF3B42F060EE,CMT,1.0,N,,,1.0,,,,,,
0EA551FEBC251EBCC758D0F5AF2BCD51,,,,,2013/7/18 21:29,2013/7/18 21:47,,1088.0,3.3,-73.881866,40.852299,-73.917038,40.871559,True,FC12631D41704C3F11C886E4014B60CD,CMT,1.0,N,,,1.0,,,,,,
5786542D53687B2DBCC12CE6060AB671,,,,,2013/7/18 21:41,2013/7/18 21:48,,421.0,1.8,-73.876472,40.855808,-73.869675,40.836071,True,100BA84AEC9E6FF81DF9858C3A51B23C,CMT,1.0,N,,,1.0,,,,,,
D886C7DC412D236CF1797D4B5BC90DDB,,,,,2013/7/28 13:27,2013/7/28 14:10,,2626.0,4.5,-73.882149,40.851254,-73.923927,40.827477,True,DEAF34449B411FC5D43986BDAF24A396,CMT,1.0,N,,,2.0,,,,,,
4C5369792A667879EA8B1DBD73AFC7AD,,,,,2013/7/27 00:44,2013/7/27 00:55,,651.0,3.5,-73.88549,40.857929,-73.827896,40.852867,True,68FC8AD7D27507EA104DB173A3194AC5,CMT,1.0,N,,,1.0,,,,,,
4BA19608138BFFCCAEC0DEB910D5BFBE,,,,,2013/7/27 12:21,2013/7/27 12:30,,483.0,1.4,-73.88427,40.858288,-73.897789,40.846931,True,548077C08728526CF2328F0C4237D000,CMT,1.0,N,,,2.0,,,,,,
F1C9999513AF3506F13F6FB7AF823720,,,,,2013/7/8 17:03,2013/7/8 17:39,,2160.0,7.09,-73.877686,40.855427,-73.92836,40.823757,True,BACEA353BB4106A005BB7836BDCAC0C3,VTS,1.0,,,,3.0,,,,,,
96081DFE937F4C78CB2D6E1A087EE4A3,,,,,2013/7/9 14:10,2013/7/9 14:34,,1440.0,3.24,-73.880974,40.861488,-73.920013,40.864571,True,7BE0B74C00C168005F8FD7B2FBFB6DCD,VTS,1.0,,,,5.0,,,,,,
ECAAC5782F7B0E2A5464DFEA4A678F5D,,,,,2013/7/9 13:33,2013/7/9 13:42,,540.0,0.89,-73.882767,40.860111,-73.890495,40.861362,True,09202BEAD12EF1AFAB1E946D3731DE7D,VTS,1.0,,,,1.0,,,,,,
BBC0235C4E34B067CAD8B6FFB9D1007D,,,,,2013/7/6 04:03,2013/7/6 04:12,,509.0,1.1,-73.885696,40.855907,-73.885719,40.855911,True,38F144FD2A04A5C139082ED32232A6A3,CMT,1.0,N,,,1.0,,,,,,
CBE031BED92D5E61DD78CD9EE6ED0ED0,,,,,2013/8/30 21:23,2013/8/30 21:31,,457.0,2.2,-73.880753,40.857224,-73.866951,40.873104,True,D03CBAF891340C0A7D75A83776D7C1D3,CMT,1.0,N,,,1.0,,,,,,
2E34B3CAEB763EA98BAA700EFFC78E3D,,,,,2013/8/7 13:58,2013/8/7 14:30,,1920.0,6.44,-73.881371,40.861374,-73.932404,40.860714,True,CDA25C19E899F6A0221B7365C8AF0EAB,VTS,1.0,,,,2.0,,,,,,
C370916BDF1E9C12FB658897C501C5CC,,,,,2013/8/16 07:18,2013/8/16 07:19,,60.0,0.07,-73.886772,40.856522,-73.887466,40.855736,True,A9648B8342E3E571686B665447502F3D,VTS,5.0,,,,1.0,,,,,,
7A4CC4346548877E797140EE84046F25,,,,,2013/8/17 08:53,2013/8/17 09:28,,2100.0,8.1,-73.881561,40.857536,-73.93251,40.866566,True,0B7FAC090C0A5BF9574FCE5A827D7261,VTS,1.0,,,,2.0,,,,,,
88623E136E8BFBF38DDDC2A532BA50E3,,,,,2013/8/17 21:36,2013/8/17 21:37,,60.0,0.4,-73.884987,40.858456,-73.890213,40.861149,True,673791FFA0915935B8F815E4EBABF6E9,VTS,1.0,,,,1.0,,,,,,
9F4471C9B368AF40AD9F04027BE2F648,,,,,2013/8/21 12:03,2013/8/21 12:18,,900.0,2.77,-73.882011,40.851849,-73.921143,40.865437,True,4C94CF29B370DEE9E7361461E0FE66C5,VTS,1.0,,,,1.0,,,,,,
49E06386E3DF30FFB6A98D4321874BF0,,,,,2013/8/24 15:44,2013/8/24 16:02,,1080.0,6.77,-73.884911,40.858292,-73.782875,40.837643,True,C8C4020B89F9312B68979104595A2038,VTS,1.0,,,,1.0,,,,,,
3C91D87EA60B8770E5DD4417FB49940A,,,,,2013/8/24 10:12,2013/8/24 10:18,,360.0,1.18,-73.881378,40.854656,-73.89608,40.862366,True,4AEB14CA4ABF0ACAA011AA24E629EB99,VTS,1.0,,,,1.0,,,,,,
F6159237810614D8132DBBF0333DC13B,,,,,2013/8/30 04:57,2013/8/30 05:02,,300.0,1.56,-73.881088,40.855511,-73.885353,40.837822,True,A0A5550DB87A3ACB9F358F996C6AFD1B,VTS,1.0,,,,2.0,,,,,,
EA7A8D6A34027764AD12DC231FEFD5A1,,,,,2013/8/30 06:51,2013/8/30 06:55,,240.0,0.85,-73.885963,40.858971,-73.899994,40.862415,True,D8DE53646E4177C215D3770D879EE937,VTS,1.0,,,,1.0,,,,,,
4889838C96CCEAA292A50545290952EE,,,,,2013/8/3 18:02,2013/8/3 18:19,,1053.0,2.6,-73.88073,40.861313,-73.920853,40.867783,True,2590E9295518F0F96A0C572356F31ACE,CMT,1.0,N,,,3.0,,,,,,
